,group
TCGA-CV-7409-01A,10
TCGA-CX-7086-01A,10
TCGA-CN-6010-01A,10
TCGA-IQ-A61I-01A,10
TCGA-BA-A6DL-01A,10
TCGA-IQ-A61E-01A,10
TCGA-CV-7095-01A,10
TCGA-CV-6433-01A,10
TCGA-DQ-7592-01A,10
TCGA-T3-A92M-01A,10
TCGA-CV-5434-01A,10
TCGA-CQ-5326-01A,10
TCGA-CQ-A4CE-01A,10
TCGA-CN-4740-01A,10
TCGA-CQ-6222-01A,10
TCGA-CV-6939-01A,10
TCGA-CV-A45Z-01A,10
TCGA-CV-7432-01A,10
TCGA-IQ-7630-01A,10
TCGA-H7-8501-01A,10
TCGA-CV-7415-01A,10
TCGA-KN-8431-01A,11
TCGA-KN-8433-01A,11
TCGA-KO-8407-01A,11
TCGA-KL-8331-01A,11
TCGA-KL-8336-01A,11
TCGA-KM-8439-01A,11
TCGA-KO-8403-01A,11
TCGA-KL-8330-01A,11
TCGA-KM-8443-01A,11
TCGA-KM-8440-01A,11
TCGA-KL-8333-01A,11
TCGA-KN-8424-01A,11
TCGA-KN-8427-01A,11
TCGA-KO-8406-01A,11
TCGA-KL-8325-01A,11
TCGA-KL-8335-01A,11
TCGA-KL-8329-01A,11
TCGA-KN-8437-01A,11
TCGA-KN-8419-01A,11
TCGA-KM-8442-01A,11
TCGA-KL-8328-01A,11
TCGA-KM-8639-01A,11
TCGA-KL-8342-01A,11
TCGA-KO-8409-01A,11
TCGA-KN-8423-01A,11
TCGA-KO-8416-01A,11
TCGA-KN-8418-01A,11
TCGA-KO-8410-01A,11
TCGA-KN-8428-01A,11
TCGA-KL-8324-01A,11
TCGA-KN-8432-01A,11
TCGA-KL-8338-01A,11
TCGA-KL-8345-01A,11
TCGA-KO-8404-01A,11
TCGA-KL-8341-01A,11
TCGA-KL-8327-01A,11
TCGA-KO-8415-01A,11
TCGA-KN-8430-01A,11
TCGA-KM-8438-01A,11
TCGA-KL-8337-01A,11
TCGA-KO-8413-01A,11
TCGA-KL-8344-01A,11
TCGA-KN-8426-01A,11
TCGA-KN-8429-01A,11
TCGA-KO-8417-01A,11
TCGA-KO-8408-01A,11
TCGA-KL-8343-01A,11
TCGA-KN-8434-01A,11
TCGA-KL-8334-01A,11
TCGA-KM-8441-01A,11
TCGA-KN-8435-01A,11
TCGA-KN-8425-01A,11
TCGA-KO-8411-01A,11
TCGA-KL-8332-01A,11
TCGA-KN-8421-01A,11
TCGA-KL-8340-01A,11
TCGA-KL-8339-01A,11
TCGA-KO-8414-01A,11
TCGA-KL-8326-01A,11
TCGA-KM-8476-01A,11
TCGA-KO-8405-01A,11
TCGA-KN-8436-01A,11
TCGA-KL-8346-01A,11
TCGA-CW-5584-01A,12
TCGA-CZ-5984-01A,12
TCGA-B0-4841-01A,12
TCGA-B0-4700-01A,12
TCGA-CJ-4905-01A,12
TCGA-A3-3376-01A,12
TCGA-A3-3382-01A,12
TCGA-DV-A4VZ-01A,12
TCGA-B8-A8YJ-01A,12
TCGA-B0-4690-01A,12
TCGA-B4-5836-01A,12
TCGA-CZ-5985-01A,12
TCGA-BP-4991-01A,12
TCGA-BP-5184-01A,12
TCGA-B0-4707-01A,12
TCGA-CZ-4854-01A,12
TCGA-B2-5635-01A,12
TCGA-B0-5698-01A,12
TCGA-BP-4762-01A,12
TCGA-B4-5834-01A,12
TCGA-BP-5195-01A,12
TCGA-B0-5108-01A,12
TCGA-B0-5703-01A,12
TCGA-B8-5165-01A,12
TCGA-BP-4995-01A,12
TCGA-AK-3456-01A,12
TCGA-CZ-5989-01A,12
TCGA-CZ-4858-01A,12
TCGA-B2-5633-01A,12
TCGA-BP-5169-01A,12
TCGA-B8-5546-01A,12
TCGA-CW-6088-01A,12
TCGA-BP-4164-01A,12
TCGA-BP-4174-01A,12
TCGA-CJ-4871-01A,12
TCGA-BP-4973-01A,12
TCGA-BP-4807-01A,12
TCGA-CJ-5683-01A,12
TCGA-BP-4989-01A,12
TCGA-DV-5573-01A,12
TCGA-CJ-4908-01A,12
TCGA-CJ-4893-01A,12
TCGA-B0-4714-01A,12
TCGA-BP-4972-01A,12
TCGA-CZ-5469-01A,12
TCGA-CZ-4861-01A,12
TCGA-BP-4758-01A,12
TCGA-A3-3335-01A,12
TCGA-B8-5552-01B,12
TCGA-B0-5402-01A,12
TCGA-B0-4821-01A,12
TCGA-B0-5705-01A,12
TCGA-B0-5116-01A,12
TCGA-B8-A7U6-01A,12
TCGA-CZ-5463-01A,12
TCGA-BP-4976-01A,12
TCGA-DV-5569-01A,12
TCGA-BP-5181-01A,12
TCGA-BP-4799-01A,12
TCGA-BP-4988-01A,12
TCGA-BP-4327-01A,12
TCGA-BP-4353-01A,12
TCGA-B0-5109-01A,12
TCGA-B0-5712-01A,12
TCGA-CZ-5454-01A,12
TCGA-BP-5191-01A,12
TCGA-BP-4994-01A,12
TCGA-CJ-6027-01A,12
TCGA-BP-5201-01A,12
TCGA-CZ-5456-01A,12
TCGA-B0-4945-01A,12
TCGA-A3-3316-01A,12
TCGA-B0-4828-01A,12
TCGA-CJ-4640-01A,12
TCGA-CZ-5460-01A,12
TCGA-CJ-6028-01A,12
TCGA-B0-5096-01A,12
TCGA-CW-6097-01A,12
TCGA-BP-5010-01A,12
TCGA-CZ-4862-01A,12
TCGA-BP-4354-01A,12
TCGA-CZ-4866-01A,12
TCGA-CJ-4882-01A,12
TCGA-B2-4102-01A,12
TCGA-B0-5690-01A,12
TCGA-DV-A4W0-01A,12
TCGA-CZ-5465-01A,12
TCGA-BP-4337-01A,12
TCGA-CJ-4886-01A,12
TCGA-B0-5699-01A,12
TCGA-BP-4982-01A,12
TCGA-B0-4827-01A,12
TCGA-CJ-4901-01A,12
TCGA-B0-4816-01A,12
TCGA-B0-5080-01A,12
TCGA-A3-3370-01A,12
TCGA-MM-A564-01A,12
TCGA-CJ-4897-01A,12
TCGA-G6-A8L7-01A,12
TCGA-B8-5164-01A,12
TCGA-BP-4352-01A,12
TCGA-CW-6093-01A,12
TCGA-BP-4804-01A,12
TCGA-B0-4844-01A,12
TCGA-A3-3322-01A,12
TCGA-B0-5120-01A,12
TCGA-DV-A4VX-01A,12
TCGA-G6-A8L8-01A,12
TCGA-CZ-5470-01A,12
TCGA-B4-5843-01A,12
TCGA-BP-5007-01A,12
TCGA-B0-5102-01A,12
TCGA-B0-4824-01A,12
TCGA-B0-4823-01A,12
TCGA-CJ-4902-01A,12
TCGA-EU-5904-01A,12
TCGA-CJ-4874-01A,12
TCGA-BP-5190-01A,12
TCGA-3Z-A93Z-01A,12
TCGA-B0-4819-01A,12
TCGA-CZ-5458-01A,12
TCGA-CJ-4635-01A,12
TCGA-B0-5095-01A,12
TCGA-BP-5183-01A,12
TCGA-A3-3306-01A,12
TCGA-B0-4836-01A,12
TCGA-B0-4818-01A,12
TCGA-BP-4335-01A,12
TCGA-CJ-4872-01A,12
TCGA-BP-4975-01A,12
TCGA-BP-5192-01A,12
TCGA-BP-4765-01A,12
TCGA-BP-4766-01A,12
TCGA-BP-4962-01A,12
TCGA-BP-5000-01A,12
TCGA-B0-4822-01A,12
TCGA-BP-4985-01A,12
TCGA-A3-3324-01A,12
TCGA-B8-5545-01A,12
TCGA-GK-A6C7-01A,12
TCGA-BP-5185-01A,12
TCGA-BP-5196-01A,12
TCGA-BP-4351-01A,12
TCGA-CJ-4881-01A,12
TCGA-BP-4960-01A,12
TCGA-B0-5692-01A,12
TCGA-AK-3427-01A,12
TCGA-B0-5694-01A,12
TCGA-DV-5566-01A,12
TCGA-CJ-4888-01A,12
TCGA-B2-3923-01A,12
TCGA-CJ-4638-01A,12
TCGA-B0-4696-01A,12
TCGA-B4-5835-01A,12
TCGA-CJ-4923-01A,12
TCGA-A3-3374-01A,12
TCGA-CJ-4868-01A,12
TCGA-A3-3311-01A,12
TCGA-BP-5170-01A,12
TCGA-BP-5182-01A,12
TCGA-EU-5905-01A,12
TCGA-B2-3924-01A,12
TCGA-B0-4710-01A,12
TCGA-A3-3320-01A,12
TCGA-BP-4346-01A,12
TCGA-B4-5378-01A,12
TCGA-B8-5550-01A,12
TCGA-CZ-5466-01A,12
TCGA-B0-5400-01A,12
TCGA-A3-3363-01A,12
TCGA-A3-3367-01A,12
TCGA-BP-4983-01A,12
TCGA-CJ-4920-01A,12
TCGA-CW-5587-01A,12
TCGA-CZ-5464-01A,12
TCGA-B0-4718-01A,12
TCGA-CJ-4634-01A,12
TCGA-CW-5588-01A,12
TCGA-CZ-4863-01A,12
TCGA-A3-3380-01A,12
TCGA-CJ-5678-01A,12
TCGA-CZ-5468-01A,12
TCGA-CZ-5986-01A,12
TCGA-B0-4691-01A,12
TCGA-AK-3428-01A,12
TCGA-A3-3387-01A,12
TCGA-BP-4756-01A,12
TCGA-BP-5198-01A,12
TCGA-CJ-4899-01A,12
TCGA-B8-4153-01B,12
TCGA-B0-5100-01A,12
TCGA-B0-4849-01A,12
TCGA-MW-A4EC-01A,12
TCGA-A3-3331-01A,12
TCGA-CJ-4912-01A,12
TCGA-B8-4622-01A,12
TCGA-BP-4992-01A,12
TCGA-BP-4776-01A,12
TCGA-B8-5159-01A,12
TCGA-BP-5008-01A,12
TCGA-BP-4987-01A,12
TCGA-CW-6087-01A,12
TCGA-BP-5173-01A,12
TCGA-B0-5709-01A,12
TCGA-BP-5180-01A,12
TCGA-B0-5092-01A,12
TCGA-B4-5377-01A,12
TCGA-CZ-4857-01A,12
TCGA-B8-4146-01B,12
TCGA-BP-4974-01A,12
TCGA-BP-5001-01A,12
TCGA-6D-AA2E-01A,12
TCGA-B8-5163-01A,12
TCGA-BP-4161-01A,12
TCGA-BP-4769-01A,12
TCGA-BP-4763-01A,12
TCGA-A3-3323-01A,12
TCGA-B8-5158-01A,12
TCGA-A3-3351-01A,12
TCGA-BP-4355-01A,12
TCGA-B0-5084-01A,12
TCGA-CZ-5457-01A,12
TCGA-BP-5200-01A,12
TCGA-BP-4330-01A,12
TCGA-BP-4349-01A,12
TCGA-CJ-4889-01A,12
TCGA-B0-5104-01A,12
TCGA-BP-5186-01A,12
TCGA-CJ-4907-01A,12
TCGA-BP-4969-01A,12
TCGA-A3-3373-01A,12
TCGA-BP-4169-01A,12
TCGA-B0-4837-01A,12
TCGA-B0-5706-01A,12
TCGA-A3-3347-01A,12
TCGA-BP-4165-01A,12
TCGA-B0-5113-01A,12
TCGA-BP-4338-01A,12
TCGA-B0-4810-01A,12
TCGA-BP-4173-01A,12
TCGA-B8-A54F-01A,12
TCGA-B8-A54E-01A,12
TCGA-BP-4784-01A,12
TCGA-B0-5121-01A,12
TCGA-B0-5085-01A,12
TCGA-B0-5107-01A,12
TCGA-BP-4170-01A,12
TCGA-B0-5711-01A,12
TCGA-B4-5832-01A,12
TCGA-CZ-4853-01A,12
TCGA-A3-3346-01A,12
TCGA-BP-4341-01A,12
TCGA-BP-5177-01A,12
TCGA-B0-4713-01A,12
TCGA-BP-4798-01A,12
TCGA-CZ-5982-01A,12
TCGA-B0-4834-01A,12
TCGA-B0-5117-01A,12
TCGA-B0-5710-01A,12
TCGA-CZ-5467-01A,12
TCGA-BP-4770-01A,12
TCGA-CJ-4887-01A,12
TCGA-BP-4970-01A,12
TCGA-CJ-5675-01A,12
TCGA-BP-4963-01A,12
TCGA-A3-3362-01A,12
TCGA-B2-4101-01A,12
TCGA-B0-4703-01A,12
TCGA-BP-4961-01A,12
TCGA-BP-4981-01A,12
TCGA-CJ-5677-01A,12
TCGA-B0-4693-01A,12
TCGA-BP-4971-01A,12
TCGA-B0-4833-01A,12
TCGA-B2-5636-01A,12
TCGA-BP-4332-01A,12
TCGA-CJ-5672-01A,12
TCGA-B0-4838-01A,12
TCGA-CJ-6031-01A,12
TCGA-B2-A4SR-01A,12
TCGA-B0-5110-01A,12
TCGA-B0-5077-01A,12
TCGA-B0-4843-01A,12
TCGA-B0-4688-01A,12
TCGA-CW-5585-01A,12
TCGA-B0-4694-01A,12
TCGA-B0-5696-01A,12
TCGA-BP-4968-01A,12
TCGA-BP-5175-01A,12
TCGA-BP-4967-01A,12
TCGA-BP-4761-01A,12
TCGA-G6-A8L6-01A,12
TCGA-CZ-5461-01A,12
TCGA-EU-5907-01A,12
TCGA-B0-5098-01A,12
TCGA-BP-4959-01A,12
TCGA-B0-4811-01A,12
TCGA-B0-5081-01A,12
TCGA-BP-4998-01A,12
TCGA-CZ-5453-01A,12
TCGA-BP-5194-01A,12
TCGA-EU-5906-01A,12
TCGA-CJ-5680-01A,12
TCGA-B4-5838-01A,12
TCGA-B0-4701-01A,12
TCGA-BP-4326-01A,12
TCGA-BP-4329-01A,12
TCGA-B0-5702-01A,12
TCGA-B0-4847-01A,12
TCGA-CJ-4878-01A,12
TCGA-BP-4781-01A,12
TCGA-CW-5580-01A,12
TCGA-CJ-4875-01A,12
TCGA-BP-4345-01A,12
TCGA-B8-A54D-01A,12
TCGA-BP-5176-01A,12
TCGA-B0-5094-01A,12
TCGA-BP-4789-01A,12
TCGA-B8-5549-01A,12
TCGA-CJ-5684-01A,12
TCGA-CW-5590-01A,12
TCGA-BP-4801-01A,12
TCGA-BP-4774-01A,12
TCGA-B4-5844-01A,12
TCGA-CJ-4895-01A,12
TCGA-B0-4699-01A,12
TCGA-CJ-6032-01A,12
TCGA-BP-5202-01A,12
TCGA-B0-4817-01A,12
TCGA-B0-4845-01A,12
TCGA-B0-5713-01A,12
TCGA-BP-4977-01A,12
TCGA-B0-4846-01A,12
TCGA-B8-4143-01A,12
TCGA-BP-4964-01A,12
TCGA-B0-5697-01A,12
TCGA-CJ-4876-01A,12
TCGA-BP-4797-01A,12
TCGA-B0-5106-01A,12
TCGA-CZ-5988-01A,12
TCGA-CZ-5452-01A,12
TCGA-B8-A54G-01A,12
TCGA-CW-5591-01A,12
TCGA-CJ-4885-01A,12
TCGA-CJ-5686-01A,12
TCGA-B8-5551-01A,12
TCGA-B0-4842-01A,12
TCGA-B0-5707-01A,12
TCGA-B0-4697-01A,12
TCGA-A3-3349-01A,12
TCGA-B0-4848-01A,12
TCGA-A3-3326-01A,12
TCGA-BP-4803-01A,12
TCGA-CJ-5676-01A,12
TCGA-CJ-5681-01A,12
TCGA-G6-A5PC-01A,12
TCGA-B8-A54H-01A,12
TCGA-CJ-5679-01A,12
TCGA-CW-5581-01A,12
TCGA-B0-4839-01A,12
TCGA-CJ-4916-01A,12
TCGA-A3-3385-01A,12
TCGA-B0-5075-01A,12
TCGA-CJ-4873-01A,12
TCGA-CW-5589-01A,12
TCGA-CJ-6033-01A,12
TCGA-CJ-4884-01A,12
TCGA-CJ-4890-01A,12
TCGA-BP-4787-01A,12
TCGA-CZ-5455-01A,12
TCGA-B8-5553-01A,12
TCGA-CJ-4892-01A,12
TCGA-CW-5583-01A,12
TCGA-CJ-4870-01A,12
TCGA-B0-4852-01A,12
TCGA-BP-4768-01A,12
TCGA-A3-3317-01A,12
TCGA-CJ-5671-01A,12
TCGA-B0-5701-01A,12
TCGA-CZ-5451-01A,12
TCGA-B2-5641-01A,12
TCGA-B0-5097-01A,12
TCGA-B0-5099-01A,12
TCGA-BP-4343-01A,12
TCGA-A3-3313-01A,12
TCGA-BP-5174-01A,12
TCGA-A3-3372-01A,12
TCGA-B8-A54J-01A,12
TCGA-A3-3365-01A,12
TCGA-A3-3319-01A,12
TCGA-B2-4099-01A,12
TCGA-CJ-4918-01A,12
TCGA-B0-4706-01A,12
TCGA-A3-3352-01A,12
TCGA-AK-3444-01A,12
TCGA-B0-4814-01A,12
TCGA-CJ-5682-01A,12
TCGA-A3-3357-01A,12
TCGA-CW-6090-01A,12
TCGA-B0-5700-01A,12
TCGA-B0-5115-01A,12
TCGA-A3-3383-01A,12
TCGA-BP-5187-01A,12
TCGA-B0-5119-01A,12
TCGA-CZ-5987-01A,12
TCGA-B0-5399-01A,12
TCGA-BP-4790-01A,12
TCGA-CJ-4869-01A,12
TCGA-CJ-4891-01A,12
TCGA-B0-5693-01A,12
TCGA-AK-3451-01A,12
TCGA-B8-5162-01A,12
TCGA-B2-5639-01A,12
TCGA-CJ-5689-01A,12
TCGA-BP-4158-01A,12
TCGA-A3-3329-01A,12
TCGA-B8-A54K-01A,12
TCGA-BP-5199-01A,12
TCGA-DV-5576-01A,12
TCGA-B0-5812-01A,12
TCGA-CZ-4865-01A,12
TCGA-DV-5574-01A,12
TCGA-B2-4098-01A,12
TCGA-B8-4621-01A,12
TCGA-CJ-4904-01A,12
TCGA-AK-3436-01A,12
TCGA-B0-5691-01A,12
TCGA-DV-5565-01A,12
TCGA-BP-4344-01A,12
TCGA-CJ-6030-01A,12
TCGA-BP-5189-01A,12
TCGA-BP-4775-01A,12
TCGA-BP-4342-01A,12
TCGA-B0-5088-01A,12
TCGA-B0-4712-01A,12
TCGA-CJ-4894-01A,12
TCGA-BP-4334-01A,12
TCGA-BP-4965-01A,12
TCGA-B0-5695-01A,12
TCGA-BP-4760-01A,12
TCGA-CZ-4856-01A,12
TCGA-DV-5568-01A,12
TCGA-B0-4815-01A,12
TCGA-BP-4331-01A,12
TCGA-BP-5009-01A,12
TCGA-BP-4999-01A,12
TCGA-BP-4986-01A,12
TCGA-CJ-4642-01B,12
TCGA-BP-4771-01A,12
TCGA-BP-5006-01A,12
TCGA-BP-5168-01A,12
TCGA-CZ-4864-01A,12
TCGA-DV-5575-01A,12
TCGA-AK-3434-01A,12
TCGA-BP-4347-01A,12
TCGA-CJ-4900-01A,12
TCGA-MM-A563-01A,12
TCGA-CZ-4860-01A,12
TCGA-CZ-4859-01A,12
TCGA-A3-3308-01A,12
TCGA-BP-4777-01A,12
TCGA-BP-4759-01A,12
TCGA-BP-5004-01A,12
TCGA-A3-3378-01A,12
TCGA-B8-A54I-01A,12
TCGA-B0-4813-01A,12
TCGA-CJ-4903-01A,12
TCGA-B8-4620-01A,12
TCGA-B0-4698-01A,12
TCGA-BP-4325-01A,12
TCGA-CZ-5462-01A,12
TCGA-DV-5567-01A,12
TCGA-BP-4993-01A,12
TCGA-BP-5178-01A,12
TCGA-IA-A83V-01A,13
TCGA-P4-A5E7-01A,13
TCGA-BQ-5891-01A,13
TCGA-AL-3473-01A,13
TCGA-KV-A6GE-01A,13
TCGA-HE-A5NI-01A,13
TCGA-BQ-7048-01A,13
TCGA-J7-A8I2-01A,13
TCGA-4A-A93X-01A,13
TCGA-Y8-A895-01A,13
TCGA-BQ-5885-01A,13
TCGA-UZ-A9PX-01A,13
TCGA-B3-8121-01A,13
TCGA-2Z-A9JL-01A,13
TCGA-DZ-6133-01A,13
TCGA-2Z-A9J7-01A,13
TCGA-2Z-A9J5-01A,13
TCGA-A4-A57E-01A,13
TCGA-SX-A71U-01A,13
TCGA-G7-A8LB-01A,13
TCGA-HE-7128-01A,13
TCGA-UZ-A9PU-01A,13
TCGA-UZ-A9PQ-01A,13
TCGA-KV-A6GD-01A,13
TCGA-GL-7966-01A,13
TCGA-A4-8517-01A,13
TCGA-A4-7583-01A,13
TCGA-2Z-A9JD-01A,13
TCGA-B9-A5W8-01A,13
TCGA-G7-7502-01A,13
TCGA-GL-A59R-01A,13
TCGA-BQ-5893-01A,13
TCGA-SX-A7SN-01A,13
TCGA-F9-A97G-01A,13
TCGA-DZ-6135-01A,13
TCGA-5P-A9KF-01A,13
TCGA-4A-A93W-01A,13
TCGA-B9-A8YI-01A,13
TCGA-UZ-A9PJ-01A,13
TCGA-P4-A5EB-01A,13
TCGA-WN-A9G9-01A,13
TCGA-MH-A855-01A,13
TCGA-2Z-A9J1-01A,13
TCGA-HE-A5NJ-01A,13
TCGA-B1-A657-01A,13
TCGA-P4-A5E6-01A,13
TCGA-SX-A7SS-01A,13
TCGA-HE-A5NH-01A,13
TCGA-AL-7173-01A,13
TCGA-SX-A71R-01A,13
TCGA-B9-A5W9-01A,13
TCGA-MH-A560-01A,13
TCGA-Y8-A8RY-01A,13
TCGA-Y8-A896-01A,13
TCGA-DW-7834-01A,13
TCGA-DW-7839-01A,13
TCGA-BQ-7058-01A,13
TCGA-B1-5398-01A,13
TCGA-IA-A83W-01A,13
TCGA-BQ-5883-01A,13
TCGA-2Z-A9J3-01A,13
TCGA-V9-A7HT-01A,13
TCGA-A4-7997-01A,13
TCGA-P4-A5ED-01A,13
TCGA-BQ-7055-01A,13
TCGA-B1-A47O-01A,13
TCGA-DW-7838-01A,13
TCGA-BQ-5875-01A,13
TCGA-UN-AAZ9-01A,13
TCGA-P4-A5E8-01A,13
TCGA-B9-5156-01A,13
TCGA-MH-A55Z-01A,13
TCGA-BQ-5890-01A,13
TCGA-B9-A5W7-01A,13
TCGA-A4-7996-01A,13
TCGA-A4-8630-01A,13
TCGA-B9-7268-01A,13
TCGA-G7-A8LD-01A,13
TCGA-2Z-A9JP-01A,13
TCGA-UZ-A9PL-01A,13
TCGA-HE-A5NL-01A,13
TCGA-BQ-5878-01A,13
TCGA-EV-5901-01A,13
TCGA-B1-A47N-01A,13
TCGA-UZ-A9PN-01A,13
TCGA-A4-7585-01A,13
TCGA-IA-A40Y-01A,13
TCGA-PJ-A5Z8-01A,13
TCGA-GL-8500-01A,13
TCGA-UZ-A9PR-01A,13
TCGA-F9-A7Q0-01A,13
TCGA-GL-A4EM-01A,13
TCGA-HE-A5NF-01A,13
TCGA-BQ-5881-01A,13
TCGA-AL-3472-01A,13
TCGA-G7-6790-01A,13
TCGA-A4-8311-01A,13
TCGA-2Z-A9JE-01A,13
TCGA-EV-5902-01A,13
TCGA-SX-A7SP-01A,13
TCGA-HE-A5NK-01A,13
TCGA-DZ-6134-01A,13
TCGA-A4-7734-01A,13
TCGA-B1-A47M-01A,13
TCGA-BQ-7046-01A,13
TCGA-AL-A5DJ-01A,13
TCGA-DW-5561-01A,13
TCGA-Q2-A5QZ-01A,13
TCGA-B9-A44B-01A,13
TCGA-UZ-A9PP-01A,13
TCGA-BQ-5880-01A,13
TCGA-BQ-5892-01A,13
TCGA-G7-6793-01A,13
TCGA-A4-7584-01A,13
TCGA-DW-7842-01A,13
TCGA-2Z-A9J8-01A,13
TCGA-A4-7288-01A,13
TCGA-GL-A9DC-01A,13
TCGA-G7-A8LC-01A,13
TCGA-SX-A7SR-01A,13
TCGA-Y8-A897-01A,13
TCGA-BQ-7049-01A,13
TCGA-B9-5155-01A,13
TCGA-G7-A8LE-01A,13
TCGA-BQ-5894-01A,13
TCGA-DW-7837-01A,13
TCGA-DW-7840-01A,13
TCGA-BQ-7056-01A,13
TCGA-DW-7841-01A,13
TCGA-DW-5560-01A,13
TCGA-J7-8537-01A,13
TCGA-BQ-5888-01A,13
TCGA-BQ-5887-01A,13
TCGA-BQ-7059-01A,13
TCGA-EV-5903-01A,13
TCGA-5P-A9JU-01A,13
TCGA-G7-6797-01A,13
TCGA-J7-6720-01A,13
TCGA-HE-7130-01A,13
TCGA-BQ-7061-01A,13
TCGA-2Z-A9JQ-01A,13
TCGA-SX-A7SO-01A,13
TCGA-G7-7501-01A,13
TCGA-GL-A9DE-01A,13
TCGA-A4-7915-01A,13
TCGA-F9-A7VF-01A,13
TCGA-IZ-8196-01A,13
TCGA-GL-7773-01A,13
TCGA-2K-A9WE-01A,13
TCGA-KV-A74V-01A,13
TCGA-P4-AAVM-01A,13
TCGA-BQ-5877-01A,13
TCGA-Y8-A8RZ-01A,13
TCGA-2Z-A9J9-01A,13
TCGA-F9-A4JJ-01A,13
TCGA-BQ-5889-01A,13
TCGA-G7-6796-01A,13
TCGA-Y8-A8S1-01A,13
TCGA-P4-AAVO-01A,13
TCGA-B3-A6W5-01A,13
TCGA-UZ-A9Q1-01A,13
TCGA-PJ-A5Z9-01A,13
TCGA-G7-6795-01A,13
TCGA-B1-A654-01A,13
TCGA-HE-7129-01A,13
TCGA-UZ-A9PM-01A,13
TCGA-B9-A8YH-01A,13
TCGA-A4-8516-01A,13
TCGA-P4-AAVL-01A,13
TCGA-2Z-A9JI-01A,13
TCGA-G7-6789-01A,13
TCGA-A4-8098-01A,13
TCGA-DZ-6132-01A,13
TCGA-BQ-7062-01A,13
TCGA-UZ-A9PK-01A,13
TCGA-SX-A7SQ-01A,13
TCGA-IZ-A6M8-01A,13
TCGA-G7-A4TM-01A,13
TCGA-BQ-7051-01A,13
TCGA-UZ-A9PZ-01A,13
TCGA-GL-A9DD-01A,13
TCGA-UZ-A9PV-01A,13
TCGA-MH-A562-01A,13
TCGA-2Z-A9JJ-01A,13
TCGA-BQ-7050-01A,13
TCGA-2Z-A9JT-01A,13
TCGA-UZ-A9PO-01A,13
TCGA-SX-A7SM-01A,13
TCGA-DW-7963-01B,13
TCGA-P4-A5EA-01A,13
TCGA-2Z-A9JO-01A,13
TCGA-G7-6792-01A,13
TCGA-BQ-7053-01A,13
TCGA-GL-6846-01A,13
TCGA-DZ-6131-01A,13
TCGA-IA-A40U-01A,13
TCGA-P4-AAVK-01A,13
TCGA-BQ-5882-01A,13
TCGA-F9-A8NY-01A,13
TCGA-IZ-8195-01A,13
TCGA-Y8-A8S0-01A,13
TCGA-BQ-5879-01A,13
TCGA-B9-A69E-01A,13
TCGA-4A-A93Y-01A,13
TCGA-IA-A40X-01A,13
TCGA-BQ-7044-01A,13
TCGA-UZ-A9Q0-01A,13
TCGA-5P-A9KE-01A,13
TCGA-Y8-A894-01A,13
TCGA-B1-7332-01A,13
TCGA-2Z-A9J6-01A,13
TCGA-5P-A9JY-01A,13
TCGA-BQ-7060-01A,13
TCGA-UZ-A9PS-01A,13
TCGA-UZ-A9PS-05A,13
TCGA-DU-7302-01A,14
TCGA-DU-7010-01A,14
TCGA-EZ-7264-01A,14
TCGA-HT-A5R7-01A,14
TCGA-HT-8109-01A,14
TCGA-HT-8018-01A,14
TCGA-HT-7603-01A,14
TCGA-DU-7013-01A,14
TCGA-QH-A65S-01A,14
TCGA-QH-A6X5-01A,14
TCGA-HT-7483-01A,14
TCGA-DU-6403-01A,14
TCGA-DU-7011-01A,14
TCGA-HT-7478-01A,14
TCGA-HT-7857-01A,14
TCGA-DU-6399-01A,14
TCGA-TQ-A7RS-01A,14
TCGA-HT-7471-01A,14
TCGA-VM-A8CH-01A,14
TCGA-S9-A7R4-01A,14
TCGA-VV-A86M-01A,14
TCGA-P5-A72U-01A,14
TCGA-DU-7008-01A,14
TCGA-HW-8322-01A,14
TCGA-TQ-A7RG-01A,14
TCGA-HT-7605-01A,14
TCGA-S9-A6U5-01A,14
TCGA-DB-A4X9-01A,14
TCGA-QH-A6CS-01A,14
TCGA-HT-7472-01A,14
TCGA-HT-7482-01A,14
TCGA-E1-5303-01A,14
TCGA-VM-A8C9-01A,14
TCGA-HW-7495-01A,14
TCGA-HW-7486-01A,14
TCGA-P5-A730-01A,14
TCGA-HT-7695-01A,14
TCGA-HT-7610-01A,14
TCGA-HT-7476-01A,14
TCGA-DU-8167-01A,14
TCGA-FG-7638-01B,14
TCGA-P5-A781-01A,14
TCGA-TM-A84R-01A,14
TCGA-HT-7687-01A,14
TCGA-S9-A7QX-01A,14
TCGA-HT-7607-01A,14
TCGA-FG-5963-02A,14
TCGA-DH-5141-01A,14
TCGA-HT-7855-01A,14
TCGA-FG-A60L-01A,14
TCGA-TQ-A7RR-01A,14
TCGA-HT-7691-01A,14
TCGA-QH-A6CU-01A,14
TCGA-F6-A8O3-01A,14
TCGA-CS-4944-01A,14
TCGA-DB-A64S-01A,14
TCGA-S9-A6TU-01A,14
TCGA-HW-7489-01A,14
TCGA-E1-5322-01A,14
TCGA-DU-A7TG-01A,14
TCGA-TQ-A7RV-01A,14
TCGA-E1-A7YW-01A,14
TCGA-DB-A75K-01A,14
TCGA-E1-A7YQ-01A,14
TCGA-TQ-A7RH-01A,14
TCGA-FG-A4MU-01B,14
TCGA-FG-A87Q-01A,14
TCGA-DU-8162-01A,14
